id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,33091,0
1568,,N2,Intersection,-,0.0,29589,0
1359,,N2,Intersection,-,0.0,28806,0
18,,N1,Intersection,-,0.0,28618,0
186,,N1,Intersection,-,0.0,28541,0
184,,N1,Intersection,-,0.0,26007,0
27,,N1,Bridge,A,9.3,23731,22
20,,N1,Bridge,B,8.0,23729,23
25,,N1,Link,-,184.0,23723,0
23,,N1,Link,-,382.0,23723,2
26,,N1,Link,-,248.0,23723,1
24,,N1,Bridge,A,8.3,23723,0
21,,N1,Bridge,A,6.3,23722,3
22,,N1,Bridge,A,6.3,23722,3
28,,N1,Bridge,A,6.1,23719,3
19,,N1,Link,-,112.0,23714,0
1360,,N2,Bridge,C,19.0,22528,52
1365,,N2,Bridge,B,4.9,22499,31
1363,,N2,Link,-,1000.0,22493,4
1364,,N2,Link,-,162.0,22491,0
1362,,N2,Link,-,20.0,22491,0
1361,,N2,Link,-,214.0,22491,0
1367,,N2,Bridge,B,3.5,22486,30
1372,,N2,Link,-,914.0,22478,39
1366,,N2,Link,-,132.0,22476,0
1373,,N2,Bridge,C,72.15,22468,97
1369,,N2,Bridge,A,3.4,22467,3
1368,,N2,Link,-,467.0,22466,0
1371,,N2,Link,-,8.0,22465,0
1370,,N2,Link,-,22.0,22465,0
1374,,N2,Link,-,754.0,22391,22
1377,,N2,Bridge,B,8.3,22380,25
1375,,N2,Bridge,A,4.5,22373,1
1376,,N2,Link,-,449.0,22372,0
1378,,N2,Link,-,273.0,22363,0
1379,,N2,Link,-,675.0,22363,5
1385,,N2,Bridge,B,4.0,22362,36
1380,,N2,Bridge,A,8.3,22359,2
1381,,N2,Link,-,288.0,22358,0
1382,,N2,Bridge,A,4.0,22358,1
1383,,N2,Bridge,A,8.0,22357,3
1384,,N2,Link,-,926.0,22355,5
1386,,N2,Link,-,1000.0,22342,24
1391,,N2,Bridge,A,4.0,22330,29
1388,,N2,Bridge,A,4.0,22325,3
1387,,N2,Link,-,322.0,22324,1
1389,,N2,Bridge,A,4.0,22323,3
1393,,N2,Link,-,990.0,22322,28
1390,,N2,Link,-,469.0,22320,2
1392,,N2,Bridge,A,2.0,22316,4
1394,,N2,Link,-,1000.0,22311,36
1396,,N2,Link,-,870.0,22296,35
1395,,N2,Link,-,130.0,22285,0
1401,,N2,Link,-,909.0,22275,31
1398,,N2,Bridge,A,2.5,22273,5
1397,,N2,Link,-,187.0,22272,0
1399,,N2,Bridge,A,2.5,22269,1
1405,,N2,Bridge,B,30.3,22268,58
1400,,N2,Link,-,90.0,22268,0
1402,,N2,Link,-,251.0,22251,0
1403,,N2,Link,-,34.0,22251,0
1404,,N2,Link,-,483.0,22251,0
1407,,N2,Link,-,1020.0,22236,37
1406,,N2,Link,-,10.0,22227,0
1408,,N2,Link,-,665.0,22216,23
1415,,N2,Bridge,A,12.7,22204,52
1409,,N2,Bridge,A,3.6,22203,3
1411,,N2,Link,-,408.0,22203,1
1412,,N2,Link,-,322.0,22203,1
1410,,N2,Link,-,280.0,22202,0
1413,,N2,Link,-,425.0,22202,0
1414,,N2,Link,-,474.0,22202,5
1419,,N2,Bridge,A,27.4,22163,29
1416,,N2,Link,-,245.0,22159,0
1417,,N2,Bridge,A,3.0,22159,2
1418,,N2,Link,-,164.0,22157,0
1422,,N2,Bridge,C,69.5,22145,90
1420,,N2,Link,-,808.0,22144,25
1421,,N2,Link,-,263.0,22123,0
1426,,N2,Bridge,A,12.6,22083,34
1424,,N2,Bridge,A,3.0,22078,8
1423,,N2,Link,-,349.0,22077,0
1425,,N2,Link,-,21.0,22071,0
1432,,N2,Bridge,B,3.5,22067,34
1429,,N2,Bridge,A,3.4,22062,3
1427,,N2,Link,-,85.0,22061,0
1428,,N2,Link,-,253.0,22061,0
1430,,N2,Bridge,A,3.0,22061,5
1431,,N2,Link,-,230.0,22057,0
1436,,N2,Bridge,B,14.1,22055,53
1433,,N2,Bridge,A,3.0,22045,4
1434,,N2,Link,-,40.0,22043,0
1435,,N2,Bridge,A,1.8,22043,2
1439,,N2,Bridge,A,2.0,22023,33
1437,,N2,Link,-,170.0,22016,0
1438,,N2,Link,-,183.0,22016,0
1449,,N2,Bridge,B,105.15,22008,73
1440,,N2,Link,-,159.0,21998,1
1442,,N2,Link,-,160.0,21998,0
1443,,N2,Bridge,A,2.5,21998,2
